,Rating,Description,no_contract,rating_description_str,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
236,4,Best phone n great delivery thanks,"['Best', 'phone', 'n', 'great', 'delivery', 'thanks']",Best phone n great delivery thanks,"['Best', 'phone', 'n', 'great', 'delivery', 'thanks']","['best', 'phone', 'n', 'great', 'delivery', 'thanks']","['best', 'phone', 'n', 'great', 'delivery', 'thanks']","['best', 'phone', 'n', 'great', 'delivery', 'thanks']","[('best', 'JJS'), ('phone', 'NN'), ('n', 'RB'), ('great', 'JJ'), ('delivery', 'NN'), ('thanks', 'NNS')]","[('best', 'a'), ('phone', 'n'), ('n', 'r'), ('great', 'a'), ('delivery', 'n'), ('thanks', 'n')]","['best', 'phone', 'n', 'great', 'delivery', 'thanks']"
237,3,Super se uper,"['Super', 'se', 'uper']",Super se uper,"['Super', 'se', 'uper']","['super', 'se', 'uper']","['super', 'se', 'uper']","['super', 'se', 'uper']","[('super', 'JJ'), ('se', 'NN'), ('uper', 'NN')]","[('super', 'a'), ('se', 'n'), ('uper', 'n')]","['super', 'se', 'uper']"
238,4,Nice i love it,"['Nice', 'i', 'love', 'it']",Nice i love it,"['Nice', 'i', 'love', 'it']","['nice', 'i', 'love', 'it']","['nice', 'i', 'love', 'it']","['nice', 'love']","[('nice', 'JJ'), ('love', 'NN')]","[('nice', 'a'), ('love', 'n')]","['nice', 'love']"
239,1,"Sound not good,no DTS work,no bass sound in headfones","['Sound', 'not', 'good,no', 'DTS', 'work,no', 'bass', 'sound', 'in', 'headfones']","Sound not good,no DTS work,no bass sound in headfones","['Sound', 'not', 'good', ',', 'no', 'DTS', 'work', ',', 'no', 'bass', 'sound', 'in', 'headfones']","['sound', 'not', 'good', ',', 'no', 'dts', 'work', ',', 'no', 'bass', 'sound', 'in', 'headfones']","['sound', 'not', 'good', 'no', 'dts', 'work', 'no', 'bass', 'sound', 'in', 'headfones']","['sound', 'good', 'dts', 'work', 'bass', 'sound', 'headfones']","[('sound', 'RB'), ('good', 'JJ'), ('dts', 'NN'), ('work', 'NN'), ('bass', 'NN'), ('sound', 'NN'), ('headfones', 'NNS')]","[('sound', 'r'), ('good', 'a'), ('dts', 'n'), ('work', 'n'), ('bass', 'n'), ('sound', 'n'), ('headfones', 'n')]","['sound', 'good', 'dts', 'work', 'bass', 'sound', 'headfones']"
240,5,Love it,"['Love', 'it']",Love it,"['Love', 'it']","['love', 'it']","['love', 'it']",['love'],"[('love', 'NN')]","[('love', 'n')]",['love']
241,5,This phone is osm,"['This', 'phone', 'is', 'osm']",This phone is osm,"['This', 'phone', 'is', 'osm']","['this', 'phone', 'is', 'osm']","['this', 'phone', 'is', 'osm']","['phone', 'osm']","[('phone', 'NN'), ('osm', 'NN')]","[('phone', 'n'), ('osm', 'n')]","['phone', 'osm']"
242,5,Very good,"['Very', 'good']",Very good,"['Very', 'good']","['very', 'good']","['very', 'good']",['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
243,5,Best in Budget smartphone....,"['Best', 'in', 'Budget', 'smartphone....']",Best in Budget smartphone....,"['Best', 'in', 'Budget', 'smartphone', '...', '.']","['best', 'in', 'budget', 'smartphone', '...', '.']","['best', 'in', 'budget', 'smartphone', '...']","['best', 'budget', 'smartphone', '...']","[('best', 'JJS'), ('budget', 'NN'), ('smartphone', 'NN'), ('...', ':')]","[('best', 'a'), ('budget', 'n'), ('smartphone', 'n'), ('...', 'n')]","['best', 'budget', 'smartphone', '...']"
244,5,Amazing phone it's phone is boom🔥🔥,"['Amazing', 'phone', 'it is', 'phone', 'is', 'boom🔥🔥']",Amazing phone it is phone is boom🔥🔥,"['Amazing', 'phone', 'it', 'is', 'phone', 'is', 'boom🔥🔥']","['amazing', 'phone', 'it', 'is', 'phone', 'is', 'boom🔥🔥']","['amazing', 'phone', 'it', 'is', 'phone', 'is', 'boom🔥🔥']","['amazing', 'phone', 'phone', 'boom🔥🔥']","[('amazing', 'VBG'), ('phone', 'NN'), ('phone', 'NN'), ('boom🔥🔥', 'NN')]","[('amazing', 'v'), ('phone', 'n'), ('phone', 'n'), ('boom🔥🔥', 'n')]","['amaze', 'phone', 'phone', 'boom🔥🔥']"
245,5,Amazing mobile and super 👌👌👌👌👌👌👌👌😘😘,"['Amazing', 'mobile', 'and', 'super', '👌👌👌👌👌👌👌👌😘😘']",Amazing mobile and super 👌👌👌👌👌👌👌👌😘😘,"['Amazing', 'mobile', 'and', 'super', '👌👌👌👌👌👌👌👌😘😘']","['amazing', 'mobile', 'and', 'super', '👌👌👌👌👌👌👌👌😘😘']","['amazing', 'mobile', 'and', 'super', '👌👌👌👌👌👌👌👌😘😘']","['amazing', 'mobile', 'super', '👌👌👌👌👌👌👌👌😘😘']","[('amazing', 'VBG'), ('mobile', 'JJ'), ('super', 'JJ'), ('👌👌👌👌👌👌👌👌😘😘', 'NN')]","[('amazing', 'v'), ('mobile', 'a'), ('super', 'a'), ('👌👌👌👌👌👌👌👌😘😘', 'n')]","['amaze', 'mobile', 'super', '👌👌👌👌👌👌👌👌😘😘']"
246,5,"Unstoppable it's really better than infinix hot 10, poco M2, mi 9 primen, and techno common 16, and realme 7i cozz it's camera is outstanding..if u really looking for camera phone then is the one","['Unstoppable', 'it is', 'really', 'better', 'than', 'infinix', 'hot', '10,', 'poco', 'M2,', 'mi', '9', 'primen,', 'and', 'techno', 'common', '16,', 'and', 'realme', '7i', 'cozz', 'it is', 'camera', 'is', 'outstanding..if', 'you', 'really', 'looking', 'for', 'camera', 'phone', 'then', 'is', 'the', 'one']","Unstoppable it is really better than infinix hot 10, poco M2, mi 9 primen, and techno common 16, and realme 7i cozz it is camera is outstanding..if you really looking for camera phone then is the one","['Unstoppable', 'it', 'is', 'really', 'better', 'than', 'infinix', 'hot', '10', ',', 'poco', 'M2', ',', 'mi', '9', 'primen', ',', 'and', 'techno', 'common', '16', ',', 'and', 'realme', '7i', 'cozz', 'it', 'is', 'camera', 'is', 'outstanding..if', 'you', 'really', 'looking', 'for', 'camera', 'phone', 'then', 'is', 'the', 'one']","['unstoppable', 'it', 'is', 'really', 'better', 'than', 'infinix', 'hot', '10', ',', 'poco', 'm2', ',', 'mi', '9', 'primen', ',', 'and', 'techno', 'common', '16', ',', 'and', 'realme', '7i', 'cozz', 'it', 'is', 'camera', 'is', 'outstanding..if', 'you', 'really', 'looking', 'for', 'camera', 'phone', 'then', 'is', 'the', 'one']","['unstoppable', 'it', 'is', 'really', 'better', 'than', 'infinix', 'hot', '10', 'poco', 'm2', 'mi', '9', 'primen', 'and', 'techno', 'common', '16', 'and', 'realme', '7i', 'cozz', 'it', 'is', 'camera', 'is', 'outstanding..if', 'you', 'really', 'looking', 'for', 'camera', 'phone', 'then', 'is', 'the', 'one']","['unstoppable', 'really', 'better', 'infinix', 'hot', '10', 'poco', 'm2', 'mi', '9', 'primen', 'techno', 'common', '16', 'realme', '7i', 'cozz', 'camera', 'outstanding..if', 'really', 'looking', 'camera', 'phone', 'one']","[('unstoppable', 'JJ'), ('really', 'RB'), ('better', 'JJR'), ('infinix', 'NN'), ('hot', 'JJ'), ('10', 'CD'), ('poco', 'NN'), ('m2', 'NN'), ('mi', 'VBD'), ('9', 'CD'), ('primen', 'NNS'), ('techno', 'JJ'), ('common', 'JJ'), ('16', 'CD'), ('realme', 'JJ'), ('7i', 'CD'), ('cozz', 'NN'), ('camera', 'NN'), ('outstanding..if', 'NN'), ('really', 'RB'), ('looking', 'VBG'), ('camera', 'NN'), ('phone', 'NN'), ('one', 'CD')]","[('unstoppable', 'a'), ('really', 'r'), ('better', 'a'), ('infinix', 'n'), ('hot', 'a'), ('10', 'n'), ('poco', 'n'), ('m2', 'n'), ('mi', 'v'), ('9', 'n'), ('primen', 'n'), ('techno', 'a'), ('common', 'a'), ('16', 'n'), ('realme', 'a'), ('7i', 'n'), ('cozz', 'n'), ('camera', 'n'), ('outstanding..if', 'n'), ('really', 'r'), ('looking', 'v'), ('camera', 'n'), ('phone', 'n'), ('one', 'n')]","['unstoppable', 'really', 'good', 'infinix', 'hot', '10', 'poco', 'm2', 'mi', '9', 'primen', 'techno', 'common', '16', 'realme', '7i', 'cozz', 'camera', 'outstanding..if', 'really', 'look', 'camera', 'phone', 'one']"
247,5,Very good product,"['Very', 'good', 'product']",Very good product,"['Very', 'good', 'product']","['very', 'good', 'product']","['very', 'good', 'product']","['good', 'product']","[('good', 'JJ'), ('product', 'NN')]","[('good', 'a'), ('product', 'n')]","['good', 'product']"
248,5,Nice phone,"['Nice', 'phone']",Nice phone,"['Nice', 'phone']","['nice', 'phone']","['nice', 'phone']","['nice', 'phone']","[('nice', 'JJ'), ('phone', 'NN')]","[('nice', 'a'), ('phone', 'n')]","['nice', 'phone']"
249,5,Delivery is so fast thanks flipkart to join with our family and member,"['Delivery', 'is', 'so', 'fast', 'thanks', 'flipkart', 'to', 'join', 'with', 'our', 'family', 'and', 'member']",Delivery is so fast thanks flipkart to join with our family and member,"['Delivery', 'is', 'so', 'fast', 'thanks', 'flipkart', 'to', 'join', 'with', 'our', 'family', 'and', 'member']","['delivery', 'is', 'so', 'fast', 'thanks', 'flipkart', 'to', 'join', 'with', 'our', 'family', 'and', 'member']","['delivery', 'is', 'so', 'fast', 'thanks', 'flipkart', 'to', 'join', 'with', 'our', 'family', 'and', 'member']","['delivery', 'fast', 'thanks', 'flipkart', 'join', 'family', 'member']","[('delivery', 'NN'), ('fast', 'RB'), ('thanks', 'NNS'), ('flipkart', 'VBP'), ('join', 'JJ'), ('family', 'NN'), ('member', 'NN')]","[('delivery', 'n'), ('fast', 'r'), ('thanks', 'n'), ('flipkart', 'v'), ('join', 'a'), ('family', 'n'), ('member', 'n')]","['delivery', 'fast', 'thanks', 'flipkart', 'join', 'family', 'member']"
250,5,Ek Number Different Looking than other mobile its not budget mobile its super saving good looking and high performance mobile💞💞👌👌,"['Ek', 'Number', 'Different', 'Looking', 'than', 'other', 'mobile', 'its', 'not', 'budget', 'mobile', 'its', 'super', 'saving', 'good', 'looking', 'and', 'high', 'performance', 'mobile💞💞👌👌']",Ek Number Different Looking than other mobile its not budget mobile its super saving good looking and high performance mobile💞💞👌👌,"['Ek', 'Number', 'Different', 'Looking', 'than', 'other', 'mobile', 'its', 'not', 'budget', 'mobile', 'its', 'super', 'saving', 'good', 'looking', 'and', 'high', 'performance', 'mobile💞💞👌👌']","['ek', 'number', 'different', 'looking', 'than', 'other', 'mobile', 'its', 'not', 'budget', 'mobile', 'its', 'super', 'saving', 'good', 'looking', 'and', 'high', 'performance', 'mobile💞💞👌👌']","['ek', 'number', 'different', 'looking', 'than', 'other', 'mobile', 'its', 'not', 'budget', 'mobile', 'its', 'super', 'saving', 'good', 'looking', 'and', 'high', 'performance', 'mobile💞💞👌👌']","['ek', 'number', 'different', 'looking', 'mobile', 'budget', 'mobile', 'super', 'saving', 'good', 'looking', 'high', 'performance', 'mobile💞💞👌👌']","[('ek', 'JJ'), ('number', 'NN'), ('different', 'JJ'), ('looking', 'VBG'), ('mobile', 'JJ'), ('budget', 'NN'), ('mobile', 'JJ'), ('super', 'JJ'), ('saving', 'VBG'), ('good', 'JJ'), ('looking', 'VBG'), ('high', 'JJ'), ('performance', 'NN'), ('mobile💞💞👌👌', 'NN')]","[('ek', 'a'), ('number', 'n'), ('different', 'a'), ('looking', 'v'), ('mobile', 'a'), ('budget', 'n'), ('mobile', 'a'), ('super', 'a'), ('saving', 'v'), ('good', 'a'), ('looking', 'v'), ('high', 'a'), ('performance', 'n'), ('mobile💞💞👌👌', 'n')]","['ek', 'number', 'different', 'look', 'mobile', 'budget', 'mobile', 'super', 'save', 'good', 'look', 'high', 'performance', 'mobile💞💞👌👌']"
251,2,This product automaticly running,"['This', 'product', 'automaticly', 'running']",This product automaticly running,"['This', 'product', 'automaticly', 'running']","['this', 'product', 'automaticly', 'running']","['this', 'product', 'automaticly', 'running']","['product', 'automaticly', 'running']","[('product', 'NN'), ('automaticly', 'NN'), ('running', 'VBG')]","[('product', 'n'), ('automaticly', 'n'), ('running', 'v')]","['product', 'automaticly', 'run']"
252,5,Good infinix product,"['Good', 'infinix', 'product']",Good infinix product,"['Good', 'infinix', 'product']","['good', 'infinix', 'product']","['good', 'infinix', 'product']","['good', 'infinix', 'product']","[('good', 'JJ'), ('infinix', 'NN'), ('product', 'NN')]","[('good', 'a'), ('infinix', 'n'), ('product', 'n')]","['good', 'infinix', 'product']"
253,5,Good product,"['Good', 'product']",Good product,"['Good', 'product']","['good', 'product']","['good', 'product']","['good', 'product']","[('good', 'JJ'), ('product', 'NN')]","[('good', 'a'), ('product', 'n')]","['good', 'product']"
254,5,Nice product 😊,"['Nice', 'product', '😊']",Nice product 😊,"['Nice', 'product', '😊']","['nice', 'product', '😊']","['nice', 'product', '😊']","['nice', 'product', '😊']","[('nice', 'JJ'), ('product', 'NN'), ('😊', 'NN')]","[('nice', 'a'), ('product', 'n'), ('😊', 'n')]","['nice', 'product', '😊']"
255,3,Overall nice,"['Overall', 'nice']",Overall nice,"['Overall', 'nice']","['overall', 'nice']","['overall', 'nice']","['overall', 'nice']","[('overall', 'JJ'), ('nice', 'NN')]","[('overall', 'a'), ('nice', 'n')]","['overall', 'nice']"
256,4,beautiful camera and colour,"['beautiful', 'camera', 'and', 'colour']",beautiful camera and colour,"['beautiful', 'camera', 'and', 'colour']","['beautiful', 'camera', 'and', 'colour']","['beautiful', 'camera', 'and', 'colour']","['beautiful', 'camera', 'colour']","[('beautiful', 'JJ'), ('camera', 'NN'), ('colour', 'NN')]","[('beautiful', 'a'), ('camera', 'n'), ('colour', 'n')]","['beautiful', 'camera', 'colour']"
257,5,superb. product,"['superb.', 'product']",superb. product,"['superb', '.', 'product']","['superb', '.', 'product']","['superb', 'product']","['superb', 'product']","[('superb', 'NN'), ('product', 'NN')]","[('superb', 'n'), ('product', 'n')]","['superb', 'product']"
258,5,Display quality is very good and camera quality amazing,"['Display', 'quality', 'is', 'very', 'good', 'and', 'camera', 'quality', 'amazing']",Display quality is very good and camera quality amazing,"['Display', 'quality', 'is', 'very', 'good', 'and', 'camera', 'quality', 'amazing']","['display', 'quality', 'is', 'very', 'good', 'and', 'camera', 'quality', 'amazing']","['display', 'quality', 'is', 'very', 'good', 'and', 'camera', 'quality', 'amazing']","['display', 'quality', 'good', 'camera', 'quality', 'amazing']","[('display', 'NN'), ('quality', 'NN'), ('good', 'JJ'), ('camera', 'NN'), ('quality', 'NN'), ('amazing', 'VBG')]","[('display', 'n'), ('quality', 'n'), ('good', 'a'), ('camera', 'n'), ('quality', 'n'), ('amazing', 'v')]","['display', 'quality', 'good', 'camera', 'quality', 'amaze']"
259,5,It's my second smartphone of of this brand name infinix. They just made Awesome quality smartphone at pocket friendly budget.,"['it is', 'my', 'second', 'smartphone', 'of', 'of', 'this', 'brand', 'name', 'infinix.', 'They', 'just', 'made', 'Awesome', 'quality', 'smartphone', 'at', 'pocket', 'friendly', 'budget.']",it is my second smartphone of of this brand name infinix. They just made Awesome quality smartphone at pocket friendly budget.,"['it', 'is', 'my', 'second', 'smartphone', 'of', 'of', 'this', 'brand', 'name', 'infinix', '.', 'They', 'just', 'made', 'Awesome', 'quality', 'smartphone', 'at', 'pocket', 'friendly', 'budget', '.']","['it', 'is', 'my', 'second', 'smartphone', 'of', 'of', 'this', 'brand', 'name', 'infinix', '.', 'they', 'just', 'made', 'awesome', 'quality', 'smartphone', 'at', 'pocket', 'friendly', 'budget', '.']","['it', 'is', 'my', 'second', 'smartphone', 'of', 'of', 'this', 'brand', 'name', 'infinix', 'they', 'just', 'made', 'awesome', 'quality', 'smartphone', 'at', 'pocket', 'friendly', 'budget']","['second', 'smartphone', 'brand', 'name', 'infinix', 'made', 'awesome', 'quality', 'smartphone', 'pocket', 'friendly', 'budget']","[('second', 'JJ'), ('smartphone', 'NN'), ('brand', 'NN'), ('name', 'NN'), ('infinix', 'NN'), ('made', 'VBD'), ('awesome', 'JJ'), ('quality', 'NN'), ('smartphone', 'NN'), ('pocket', 'NN'), ('friendly', 'JJ'), ('budget', 'NN')]","[('second', 'a'), ('smartphone', 'n'), ('brand', 'n'), ('name', 'n'), ('infinix', 'n'), ('made', 'v'), ('awesome', 'a'), ('quality', 'n'), ('smartphone', 'n'), ('pocket', 'n'), ('friendly', 'a'), ('budget', 'n')]","['second', 'smartphone', 'brand', 'name', 'infinix', 'make', 'awesome', 'quality', 'smartphone', 'pocket', 'friendly', 'budget']"
260,4,"It's a good budget phone if you're looking for one under 7000 the time I bought it, battery is good the rest decent performance.","['it is', 'a', 'good', 'budget', 'phone', 'if', 'you are', 'looking', 'for', 'one', 'under', '7000', 'the', 'time', 'I', 'bought', 'it,', 'battery', 'is', 'good', 'the', 'rest', 'decent', 'performance.']","it is a good budget phone if you are looking for one under 7000 the time I bought it, battery is good the rest decent performance.","['it', 'is', 'a', 'good', 'budget', 'phone', 'if', 'you', 'are', 'looking', 'for', 'one', 'under', '7000', 'the', 'time', 'I', 'bought', 'it', ',', 'battery', 'is', 'good', 'the', 'rest', 'decent', 'performance', '.']","['it', 'is', 'a', 'good', 'budget', 'phone', 'if', 'you', 'are', 'looking', 'for', 'one', 'under', '7000', 'the', 'time', 'i', 'bought', 'it', ',', 'battery', 'is', 'good', 'the', 'rest', 'decent', 'performance', '.']","['it', 'is', 'a', 'good', 'budget', 'phone', 'if', 'you', 'are', 'looking', 'for', 'one', 'under', '7000', 'the', 'time', 'i', 'bought', 'it', 'battery', 'is', 'good', 'the', 'rest', 'decent', 'performance']","['good', 'budget', 'phone', 'looking', 'one', '7000', 'time', 'bought', 'battery', 'good', 'rest', 'decent', 'performance']","[('good', 'JJ'), ('budget', 'NN'), ('phone', 'NN'), ('looking', 'VBG'), ('one', 'CD'), ('7000', 'CD'), ('time', 'NN'), ('bought', 'VBD'), ('battery', 'RB'), ('good', 'JJ'), ('rest', 'NN'), ('decent', 'NN'), ('performance', 'NN')]","[('good', 'a'), ('budget', 'n'), ('phone', 'n'), ('looking', 'v'), ('one', 'n'), ('7000', 'n'), ('time', 'n'), ('bought', 'v'), ('battery', 'r'), ('good', 'a'), ('rest', 'n'), ('decent', 'n'), ('performance', 'n')]","['good', 'budget', 'phone', 'look', 'one', '7000', 'time', 'buy', 'battery', 'good', 'rest', 'decent', 'performance']"
261,5,Very good product,"['Very', 'good', 'product']",Very good product,"['Very', 'good', 'product']","['very', 'good', 'product']","['very', 'good', 'product']","['good', 'product']","[('good', 'JJ'), ('product', 'NN')]","[('good', 'a'), ('product', 'n')]","['good', 'product']"
262,4,nice phone,"['nice', 'phone']",nice phone,"['nice', 'phone']","['nice', 'phone']","['nice', 'phone']","['nice', 'phone']","[('nice', 'JJ'), ('phone', 'NN')]","[('nice', 'a'), ('phone', 'n')]","['nice', 'phone']"
263,5,Sandar smartphone..👌🏻👌🏻👌🏻👍👍,"['Sandar', 'smartphone..👌🏻👌🏻👌🏻👍👍']",Sandar smartphone..👌🏻👌🏻👌🏻👍👍,"['Sandar', 'smartphone..👌🏻👌🏻👌🏻👍👍']","['sandar', 'smartphone..👌🏻👌🏻👌🏻👍👍']","['sandar', 'smartphone..👌🏻👌🏻👌🏻👍👍']","['sandar', 'smartphone..👌🏻👌🏻👌🏻👍👍']","[('sandar', 'NN'), ('smartphone..👌🏻👌🏻👌🏻👍👍', 'NN')]","[('sandar', 'n'), ('smartphone..👌🏻👌🏻👌🏻👍👍', 'n')]","['sandar', 'smartphone..👌🏻👌🏻👌🏻👍👍']"
264,4,Ok nice,"['Ok', 'nice']",Ok nice,"['Ok', 'nice']","['ok', 'nice']","['ok', 'nice']","['ok', 'nice']","[('ok', 'JJ'), ('nice', 'NN')]","[('ok', 'a'), ('nice', 'n')]","['ok', 'nice']"
265,4,It's good but price is more.,"['it is', 'good', 'but', 'price', 'is', 'more.']",it is good but price is more.,"['it', 'is', 'good', 'but', 'price', 'is', 'more', '.']","['it', 'is', 'good', 'but', 'price', 'is', 'more', '.']","['it', 'is', 'good', 'but', 'price', 'is', 'more']","['good', 'price']","[('good', 'JJ'), ('price', 'NN')]","[('good', 'a'), ('price', 'n')]","['good', 'price']"
